geoName,year,NIH,abdominal,aerobic exercise,apnea,best workout,bike helmet,bike laws,bike locks,bike repair,bike sale,bodybuilding,calories,cholesterol,diabetes,diabetes insipidus,diabetes insulin,diabetes mellitus,diabetes symptoms,diabetic,diabetic diet,diabetic ketoacidosis,diet,dietary,dresses plus size,e-bike,ejercicios,endocrine,exercise,exercises,fitbit,fitness,fitness gym,food delivery near me,gastric,glucose,glycogen,gym,gym near me,healthy,how to exercise,how to lose weight,hyperglycemia,hypertension,iPod,icd 10 codes,inactivity,insanity workout,insulin,insulin syringes,ipod reset,jogging,ketoacidosis,malnutrition,meals,my fitness pal,nutrition,obese,obesity,pizza delivery,polyphagia,pre workout,prediabetes,quinoa gluten free,sclerosis,signs of diabetes,slim,sugar level,symptoms of congestive heart failure,symptoms of diabetes,symptoms of high blood sugar,t25 schedule,trainer,type 2,type 2 diabetes,unhealthy,visceral,weighing,weight loss,wellness,workout,yoga
Maryland,2005,100,67,24,68,25,34,37,46,12,30,49,88,88,71,15,33,27,44,56,28,21,75,48,38,0,18,68,76,69,0,76,99,0,33,88,26,93,0,75,26,37,35,55,81,40,23,0,66,29,59,66,16,30,60,0,74,57,59,79,0,0,19,0,63,22,62,31,0,34,29,0,64,44,42,29,25,50,69,41,79,64
Massachusetts,2005,20,57,30,59,37,33,37,43,23,28,49,93,80,69,11,33,22,35,45,19,21,69,36,35,84,30,62,65,68,0,73,88,0,34,69,36,89,0,70,29,45,35,54,90,0,13,0,62,0,73,72,15,26,48,0,73,47,46,76,14,6,12,36,75,28,52,16,0,33,17,0,55,49,44,27,26,47,58,44,79,97
Michigan,2005,11,62,35,65,40,40,46,61,22,22,64,79,76,67,28,34,29,42,67,30,22,78,52,33,0,17,68,65,77,0,67,50,0,34,71,26,51,0,78,26,54,54,59,77,0,13,0,68,21,74,49,13,42,55,0,72,62,59,67,24,8,7,0,69,26,64,17,22,34,43,0,72,53,55,35,18,46,71,33,78,47
Minnesota,2005,9,68,19,75,28,16,60,32,21,29,37,86,75,77,19,36,15,50,48,26,46,70,38,29,0,13,75,73,67,0,87,42,0,48,82,25,44,0,76,28,59,30,61,72,41,30,0,64,59,100,61,23,28,73,0,88,47,58,61,17,11,14,0,73,42,56,10,0,37,30,0,61,65,58,25,23,46,82,56,66,56
Mississippi,2005,7,69,52,69,34,100,0,0,0,55,65,62,97,87,71,53,32,57,91,68,82,100,34,68,0,0,51,88,98,0,50,24,0,43,82,71,40,0,79,78,70,86,100,59,0,0,0,53,0,0,97,100,32,58,0,64,40,77,42,0,0,0,0,62,79,82,30,0,80,0,0,92,77,60,19,35,47,84,37,83,30
Missouri,2005,11,65,32,72,36,54,100,31,15,24,70,88,83,75,23,18,20,50,81,46,32,84,34,41,0,23,70,72,69,0,75,68,0,42,74,30,54,0,71,40,43,57,63,66,0,47,0,65,43,43,61,26,18,71,0,76,50,62,58,17,0,28,0,71,28,60,23,0,34,29,0,73,58,48,28,30,32,78,38,90,48
Montana,2005,7,58,0,100,0,92,0,0,0,100,64,70,85,70,100,0,44,33,46,42,0,78,57,93,0,0,82,68,78,0,52,59,0,38,60,49,47,0,73,36,36,59,38,68,0,0,0,57,0,0,79,92,44,45,0,71,56,69,51,0,97,0,0,57,0,39,62,0,37,0,0,76,95,100,55,0,66,71,57,67,68
Nebraska,2005,7,66,38,64,30,28,0,0,24,26,74,85,82,73,0,24,18,48,65,38,91,83,36,33,0,41,43,80,71,0,68,27,0,37,71,40,50,0,86,30,49,32,76,63,0,0,0,80,0,0,37,19,36,63,0,100,68,73,47,59,0,33,0,60,40,60,17,0,23,0,0,63,56,68,26,30,40,86,50,89,29
Nevada,2005,4,42,27,69,76,71,0,0,20,29,58,86,56,60,29,23,26,35,66,33,65,67,43,41,0,26,64,59,66,0,87,51,0,56,38,47,65,0,59,37,53,23,24,71,0,0,0,47,0,0,39,24,26,60,0,64,38,37,84,0,0,0,0,39,28,59,24,0,44,0,0,81,69,35,25,19,43,74,38,80,59
New Hampshire,2005,10,65,96,59,76,62,0,0,36,45,59,88,75,60,22,39,30,65,51,19,51,68,51,60,0,30,37,64,70,0,68,59,0,31,63,22,76,0,82,22,36,35,60,79,0,46,0,52,0,0,45,41,40,55,0,71,50,52,26,0,0,0,0,58,33,43,18,0,50,0,0,62,43,30,31,32,69,48,45,77,74
New Jersey,2005,8,55,26,52,39,29,57,19,17,20,59,80,77,62,12,23,16,33,51,22,16,72,34,31,0,49,46,63,74,0,71,99,0,36,77,26,86,100,65,35,57,41,57,96,25,15,0,51,18,82,58,11,22,47,0,64,47,46,49,0,0,9,40,55,15,59,17,18,29,27,0,61,43,38,25,14,45,58,46,82,65
New Mexico,2005,11,42,100,47,41,38,0,0,33,28,67,62,72,100,42,49,49,69,75,37,64,70,35,15,0,38,60,70,88,0,59,29,0,28,82,55,54,0,64,34,21,49,50,63,0,0,0,66,0,0,57,26,74,66,0,86,47,63,22,0,0,46,0,53,42,58,23,0,32,0,0,70,67,65,16,27,62,62,100,70,80
New York,2005,11,55,19,51,45,23,28,49,10,26,57,91,76,61,19,26,29,33,43,18,23,74,32,28,0,38,63,63,69,0,67,90,0,34,61,24,92,0,83,31,50,35,55,97,10,18,0,47,11,76,65,17,22,48,0,70,46,50,57,7,3,6,0,62,18,60,15,0,28,9,0,58,53,44,31,17,44,59,37,72,100
North Carolina,2005,15,68,27,67,30,26,28,26,11,30,66,79,79,75,31,36,44,43,74,40,39,85,32,33,0,30,76,75,92,0,75,69,0,49,68,23,63,0,81,42,51,39,63,66,50,34,0,64,24,43,77,17,19,58,0,76,47,63,68,21,9,13,0,69,18,62,25,49,46,24,0,64,62,44,25,16,60,83,67,83,61
North Dakota,2005,4,100,0,79,0,94,0,0,0,34,75,83,84,96,0,100,61,100,79,38,0,80,50,55,0,0,64,100,74,0,62,30,0,100,73,0,12,0,87,75,100,81,46,56,0,0,0,100,0,0,47,63,61,59,0,97,57,63,79,0,0,0,0,94,100,51,0,0,51,0,0,100,49,91,38,0,90,81,69,98,30
Ohio,2005,10,64,33,70,29,36,16,19,9,21,68,85,76,70,20,27,31,45,71,38,37,77,42,26,96,13,53,71,81,0,63,49,0,40,67,18,54,0,79,43,51,35,49,67,0,29,0,63,24,37,59,22,31,59,0,77,62,55,51,10,14,12,0,68,34,60,14,18,45,18,0,62,59,40,29,33,45,75,43,78,43
Oklahoma,2005,7,61,33,75,30,43,0,0,12,27,70,85,75,78,31,23,42,54,96,50,71,79,31,50,0,32,48,74,77,0,56,44,0,56,74,23,44,0,73,41,63,79,51,63,0,33,0,59,80,0,81,36,48,62,0,76,50,46,48,0,0,0,0,50,38,64,64,0,82,0,0,70,48,35,23,23,27,90,37,80,37
Oregon,2005,10,50,33,73,41,60,68,70,28,40,50,84,74,66,23,16,27,34,64,32,69,79,37,37,0,28,36,66,62,0,82,53,0,37,68,23,50,0,83,33,35,33,42,80,0,32,0,55,0,58,69,16,27,59,0,71,52,57,67,34,0,13,0,71,22,51,19,0,32,0,0,74,55,34,34,22,24,71,46,66,84
Pennsylvania,2005,14,65,26,77,34,49,32,47,18,28,65,88,80,73,19,32,33,45,61,34,30,77,39,32,78,25,68,69,81,0,69,69,0,40,75,29,67,0,76,33,59,51,66,76,0,21,0,70,15,42,45,19,32,58,0,73,56,62,60,8,0,7,0,78,27,59,13,30,44,30,0,61,52,44,36,27,42,71,48,75,59
Rhode Island,2005,13,64,51,58,35,66,0,0,57,24,77,100,83,61,0,53,21,40,60,45,82,76,37,32,0,0,40,64,69,0,69,78,0,42,83,71,79,0,81,35,70,71,66,84,0,75,0,55,0,0,33,22,64,46,0,72,81,52,62,0,0,0,0,48,35,63,20,0,27,0,0,53,49,32,44,47,64,62,42,77,69
South Carolina,2005,8,65,70,80,28,19,0,0,34,18,41,69,69,78,36,25,38,59,78,58,43,92,46,57,0,38,77,71,80,0,68,63,0,55,61,28,53,0,74,38,87,61,57,60,100,0,0,65,71,48,64,13,31,73,0,66,51,55,47,0,83,23,0,60,41,61,12,0,59,0,0,75,64,54,16,41,62,92,38,91,42
South Dakota,2005,7,85,0,88,0,84,0,0,0,30,50,89,81,78,61,53,0,71,53,0,0,93,100,32,0,0,100,97,100,0,52,40,0,45,59,0,37,0,84,87,73,71,75,44,0,0,0,73,0,0,41,55,53,100,0,74,76,65,46,0,0,100,0,83,88,52,100,0,91,0,0,52,58,67,100,0,80,83,61,65,26
Tennessee,2005,11,78,24,91,29,23,38,68,9,23,77,77,87,81,25,27,19,49,86,52,48,93,34,38,0,17,82,69,77,0,61,36,0,46,56,25,53,0,76,39,53,43,76,68,0,52,0,66,43,25,61,21,30,64,0,73,49,53,67,25,0,14,0,72,25,55,12,43,44,43,0,74,50,37,25,16,18,88,40,88,42
Texas,2005,8,57,32,67,32,33,18,25,20,33,69,77,78,67,18,24,34,46,68,35,32,82,33,29,46,37,59,65,71,0,88,76,0,39,67,24,65,0,69,40,55,38,56,69,12,18,0,54,17,39,66,17,15,64,0,68,43,44,71,7,3,7,0,53,23,77,16,15,43,9,0,71,54,46,23,14,37,78,41,85,51
Utah,2005,8,52,20,74,27,52,63,77,30,71,64,80,72,72,28,43,37,54,51,26,80,77,50,11,0,45,57,75,64,0,84,85,0,33,64,35,73,0,80,45,73,44,36,99,0,0,0,58,0,84,100,19,12,67,0,79,43,74,72,0,0,23,0,76,55,55,12,0,75,74,0,77,64,50,29,27,47,74,37,76,53
Vermont,2005,8,60,0,55,36,68,0,0,29,46,44,82,62,77,0,33,33,46,45,0,0,72,31,59,0,0,53,82,75,0,69,38,0,33,60,54,52,0,100,27,66,43,60,79,0,0,0,26,0,0,59,34,66,74,0,82,47,77,28,0,0,0,0,87,0,51,0,0,70,0,0,68,66,58,41,36,73,56,55,76,92
Virginia,2005,21,62,18,69,41,33,43,30,14,25,61,80,77,67,17,27,26,40,53,32,22,74,38,32,0,24,39,69,75,0,73,78,0,38,58,15,76,0,71,38,56,31,45,75,0,20,0,52,17,48,56,16,16,58,0,71,36,44,100,14,13,8,0,63,22,63,18,17,31,17,0,64,50,28,26,17,42,69,41,78,63
Washington,2005,8,50,37,68,13,48,49,87,27,45,49,80,74,60,17,25,7,41,55,25,11,74,38,34,100,13,41,68,62,0,84,64,0,30,64,16,61,0,74,30,50,26,38,76,0,15,0,54,0,43,67,8,30,63,0,74,51,43,86,11,11,21,0,62,13,54,13,19,40,0,0,71,58,51,29,23,28,64,36,63,83
West Virginia,2005,7,94,63,75,0,92,0,0,0,55,77,71,75,76,67,77,59,55,100,100,100,98,28,71,0,60,21,68,74,0,39,39,0,78,58,43,30,0,71,97,57,52,42,51,0,0,0,81,0,0,80,40,0,54,0,71,49,87,79,0,0,0,0,59,65,56,73,0,100,0,0,62,100,45,24,86,98,77,34,87,22
Wisconsin,2005,9,59,44,57,21,45,46,34,16,43,37,85,60,67,10,36,30,39,59,25,14,73,38,28,0,34,70,70,76,0,66,36,0,35,79,26,42,0,79,21,62,48,52,70,0,51,0,58,31,36,42,25,22,64,0,73,48,52,59,18,12,31,0,72,39,54,19,32,42,32,0,67,63,57,23,37,54,66,55,65,49
Wyoming,2005,6,38,0,95,73,0,0,0,60,37,48,88,64,68,0,0,100,51,52,0,0,83,16,100,0,0,70,79,54,0,56,55,0,42,41,0,35,0,81,54,91,88,78,72,0,0,0,62,0,0,85,0,100,62,0,81,95,64,58,0,0,0,0,86,0,58,0,0,56,0,0,70,45,84,69,0,100,65,71,52,42
Alabama,2006,8,69,15,52,44,31,0,0,31,55,71,74,83,77,29,51,42,75,72,67,11,94,56,66,0,25,42,72,93,0,50,37,0,91,76,23,50,0,56,36,72,33,77,64,0,36,0,66,80,42,57,45,16,77,0,71,71,66,24,0,27,20,0,52,13,53,63,0,28,46,0,81,81,38,47,16,39,90,46,73,20
Alaska,2006,4,67,0,40,62,77,0,0,71,65,79,70,76,71,0,0,55,66,42,0,0,81,77,69,0,0,90,65,62,0,32,31,0,65,47,30,67,0,63,41,40,79,35,81,0,0,0,48,0,0,72,34,48,73,0,69,87,40,58,0,83,61,0,48,0,57,0,0,45,0,0,84,78,50,43,24,78,61,30,78,42
Arizona,2006,6,55,29,39,51,54,20,44,37,49,70,78,78,70,21,22,29,67,41,34,13,76,59,49,36,37,55,66,78,0,100,100,100,58,57,23,73,0,54,32,47,35,53,72,0,18,0,50,43,56,77,23,28,68,0,76,50,48,100,36,0,16,0,46,12,59,39,81,31,11,0,90,69,43,29,13,40,66,39,69,47
Arkansas,2006,7,68,41,34,63,43,0,0,72,47,72,74,97,76,44,30,42,78,69,58,28,98,49,61,0,0,69,76,96,0,52,42,0,55,78,18,45,0,61,100,90,62,69,58,0,50,0,59,0,0,49,42,60,68,0,72,63,85,37,0,0,0,0,37,25,72,64,0,41,0,0,82,80,37,35,15,48,97,26,78,25
California,2006,8,49,27,35,43,52,31,33,43,53,58,76,70,59,24,22,21,48,33,21,11,65,47,31,13,31,47,59,66,0,89,65,0,43,61,21,69,0,62,42,50,32,47,84,4,17,47,43,23,90,67,21,25,56,100,71,53,51,81,12,9,10,11,36,9,60,53,12,27,5,0,84,58,32,54,18,37,50,36,63,66
Colorado,2006,6,52,27,43,31,58,41,36,69,72,60,82,75,58,14,22,15,59,35,18,6,70,56,36,0,32,55,68,77,0,79,48,0,49,62,24,55,0,61,34,50,39,50,79,0,15,0,54,34,82,75,14,13,74,0,81,61,52,68,19,12,11,79,50,15,69,29,0,23,12,0,86,56,30,40,25,40,62,43,69,70
Connecticut,2006,12,71,40,31,39,49,44,52,40,35,62,79,85,69,34,29,34,60,35,21,13,73,53,35,0,50,58,65,93,0,69,87,0,55,66,24,82,0,59,56,57,63,52,81,0,11,0,54,0,91,63,25,25,56,0,75,75,53,67,54,17,28,0,57,9,57,66,0,43,17,0,77,69,40,48,12,28,57,41,68,53
Delaware,2006,12,100,54,36,38,58,0,0,59,68,70,79,87,69,71,30,0,88,36,31,0,70,82,46,0,48,93,74,99,0,68,65,0,63,63,37,68,0,61,68,72,100,50,74,0,0,0,50,0,0,77,42,0,76,0,76,76,54,54,0,0,76,0,68,0,51,65,0,37,0,0,75,67,37,53,0,48,65,46,76,42
District of Columbia,2006,33,65,21,36,53,49,0,62,29,36,52,100,78,66,31,8,23,52,35,22,5,65,57,29,0,38,52,73,72,0,71,71,0,38,59,24,94,0,63,51,46,57,56,72,0,17,0,40,0,0,88,18,46,61,0,80,60,54,98,0,13,26,0,42,16,59,60,0,35,20,0,75,48,25,59,9,43,55,39,67,62
Florida,2006,5,58,22,39,40,37,26,22,29,43,75,71,79,63,31,28,32,58,47,41,12,80,49,36,7,100,50,63,79,0,66,80,0,55,59,17,78,0,59,44,53,48,54,68,0,15,0,46,41,55,67,19,26,68,0,64,56,43,66,18,6,8,0,40,8,61,55,21,25,6,0,88,56,35,41,18,29,65,38,72,37
Georgia,2006,7,68,22,38,44,44,89,16,35,41,63,71,84,70,27,25,32,64,46,37,11,86,54,47,10,31,68,68,82,0,69,53,0,60,60,17,71,0,57,40,67,57,58,68,10,20,0,59,27,65,73,29,16,74,0,68,51,51,55,17,22,21,0,43,11,66,64,23,39,10,0,83,57,31,45,14,45,75,38,82,36
Hawaii,2006,5,51,24,25,50,50,0,0,58,47,100,68,70,71,35,17,66,83,34,24,18,68,55,40,0,20,36,70,89,0,77,56,0,34,56,32,54,0,67,51,52,53,43,92,0,29,0,37,0,0,69,30,51,51,0,69,49,69,56,0,0,82,0,28,11,59,42,0,39,0,0,92,64,51,77,13,63,50,30,77,66
Idaho,2006,2,55,34,66,55,35,0,0,59,100,93,79,72,69,55,28,20,93,38,56,25,78,55,47,100,58,51,69,82,0,50,40,0,65,65,61,64,0,61,20,51,61,51,75,100,82,0,69,0,0,72,26,49,100,0,69,46,94,29,0,0,0,0,48,15,54,39,0,41,0,0,96,81,30,32,37,59,77,37,78,33
Illinois,2006,8,63,29,38,49,48,17,53,34,39,70,88,78,64,22,18,26,68,40,34,12,73,60,35,8,31,42,68,78,0,82,56,0,44,64,25,70,0,60,71,66,34,61,76,8,17,0,45,35,80,65,34,22,61,0,81,61,55,68,12,14,13,33,48,10,58,52,23,38,10,0,79,65,37,47,21,31,63,44,81,45
Indiana,2006,8,62,19,44,55,43,31,0,13,57,63,83,77,84,49,33,33,77,58,48,14,80,56,51,0,51,51,72,92,0,61,42,0,45,75,41,46,0,64,52,66,21,61,69,0,12,0,79,0,37,75,29,24,68,0,87,78,79,47,29,0,26,0,57,20,58,37,44,44,18,0,79,54,44,37,20,28,65,38,83,25
Iowa,2006,10,76,51,41,56,60,0,76,63,60,57,95,75,80,50,28,39,81,57,27,13,78,65,56,0,34,61,88,93,0,67,45,0,76,67,23,43,0,72,63,76,54,60,65,0,42,0,69,0,63,89,35,100,79,0,99,79,90,32,71,0,24,0,56,23,74,34,0,35,0,0,80,48,23,61,23,30,78,47,80,28
Kansas,2006,5,57,44,44,65,39,0,0,31,40,73,86,79,67,36,30,21,83,55,30,19,85,85,63,0,13,58,71,92,0,60,24,0,53,60,20,42,0,67,50,72,40,49,68,0,18,0,58,0,0,44,30,49,86,0,80,51,51,49,0,0,20,0,46,40,81,52,0,38,28,0,90,46,30,58,16,39,74,35,77,29
Kentucky,2006,7,63,20,50,41,29,0,0,24,27,80,75,80,72,18,63,34,63,57,41,26,81,71,52,41,35,28,75,92,0,45,39,0,63,67,37,56,0,63,37,62,37,69,65,41,17,0,67,0,54,57,16,45,66,0,84,83,100,41,0,26,28,0,57,22,57,43,0,35,0,0,98,64,42,57,19,32,80,32,77,27
Louisiana,2006,7,88,22,52,41,46,0,0,16,63,80,64,79,69,29,19,45,53,49,41,11,90,76,75,0,19,87,72,85,0,59,46,0,76,71,27,45,0,57,90,76,40,68,63,44,36,0,54,82,0,92,19,27,59,0,67,53,55,42,0,28,20,0,51,11,100,98,0,50,28,0,77,54,33,67,8,43,76,35,88,25
Maine,2006,7,70,53,55,43,28,0,0,28,33,60,84,100,71,35,20,33,77,49,21,21,78,58,49,0,0,100,64,87,0,57,54,0,57,70,36,56,0,74,50,40,61,55,73,0,100,0,60,0,0,63,34,78,70,0,74,52,67,53,0,0,37,0,53,25,58,53,0,47,0,0,98,96,27,78,14,47,57,39,68,51
Maryland,2006,100,63,43,44,40,60,61,30,22,32,62,88,86,75,60,33,20,68,42,30,14,75,75,43,0,18,71,75,84,0,68,66,0,53,70,37,87,24,58,28,52,56,69,72,0,8,0,64,50,63,84,28,31,71,0,81,54,68,67,38,12,14,0,59,12,60,36,0,33,23,0,83,77,38,44,27,34,63,38,69,49
Massachusetts,2006,19,64,22,34,52,63,23,44,49,40,56,90,82,71,25,33,24,52,32,21,10,68,56,35,0,21,81,67,83,0,65,82,0,51,70,31,96,0,55,52,50,62,57,80,10,13,0,65,56,72,72,17,33,57,0,77,48,55,77,11,20,12,0,60,13,56,39,0,28,7,0,74,55,30,44,19,40,51,40,71,72
Michigan,2006,8,64,48,34,50,40,36,32,43,49,69,83,76,65,27,26,40,66,43,34,14,79,63,46,26,12,62,69,85,0,59,33,0,50,59,17,53,0,64,56,65,69,57,73,0,30,0,62,24,65,61,37,32,71,0,79,68,63,53,14,8,15,0,51,14,56,40,100,35,17,0,82,70,38,64,25,48,71,30,76,36
Minnesota,2006,7,60,43,39,43,49,100,63,52,43,46,88,78,70,45,26,23,75,42,36,12,69,65,32,18,14,64,79,87,0,92,32,0,67,77,26,50,0,65,43,56,47,63,71,0,11,0,60,45,77,65,28,53,89,0,93,58,63,65,19,12,8,0,56,14,59,43,0,45,0,0,78,73,37,54,23,54,75,52,67,42
Mississippi,2006,6,57,48,34,52,67,0,0,0,32,58,68,87,76,0,35,33,100,87,43,49,100,45,100,0,28,92,74,99,0,52,26,0,86,55,22,42,0,68,59,97,87,82,62,97,0,0,67,0,0,100,49,46,64,0,60,70,77,52,100,60,0,0,41,24,78,76,0,61,60,0,95,100,36,62,35,28,100,30,93,23
Missouri,2006,8,73,41,43,46,48,59,35,27,53,69,82,81,77,31,15,38,85,57,33,12,81,55,54,27,5,68,75,88,0,68,48,0,59,65,16,53,0,55,40,56,48,69,66,0,18,0,72,65,56,59,29,37,78,0,87,64,59,49,25,11,8,0,60,18,69,51,41,36,34,0,87,64,40,66,28,37,75,34,83,31
Montana,2006,6,81,0,54,48,53,0,0,54,51,56,64,61,66,100,42,32,44,39,34,0,70,81,54,0,44,70,80,78,0,47,30,0,42,62,35,53,0,52,63,67,46,69,71,0,0,0,49,0,0,88,39,38,81,0,71,53,53,32,0,0,0,0,19,23,50,61,0,42,0,0,87,76,58,100,28,91,70,36,63,39
Nebraska,2006,8,68,53,50,69,33,0,0,22,42,68,95,72,80,28,23,44,66,51,38,27,80,69,33,64,27,39,77,81,0,66,48,0,55,53,19,48,0,68,52,58,58,60,63,0,0,0,69,0,0,71,38,15,70,0,100,66,76,42,0,40,0,0,63,22,65,67,0,41,0,0,94,77,62,97,23,56,85,42,96,24
Nevada,2006,4,49,64,36,55,38,0,0,39,50,79,69,69,53,24,33,19,60,40,43,21,71,42,38,0,24,37,55,64,0,71,52,0,58,35,41,69,0,52,28,51,41,55,73,0,45,0,50,100,0,39,35,53,61,0,70,61,46,77,57,0,26,0,48,14,59,43,0,30,0,0,95,44,25,18,25,32,62,34,67,42
New Hampshire,2006,10,62,47,41,33,100,0,0,25,41,59,78,85,63,23,22,39,86,32,32,0,75,53,17,0,31,60,70,78,0,65,70,0,19,77,16,90,0,70,73,69,43,55,74,0,30,0,53,0,0,81,18,43,83,0,79,71,56,41,0,0,0,0,49,16,55,47,0,49,0,0,85,44,40,54,19,56,56,42,77,53
New Jersey,2006,7,60,25,31,35,43,49,22,18,44,73,81,78,63,31,25,30,59,34,25,6,69,54,44,22,52,60,63,81,0,64,77,0,46,64,21,95,0,54,49,71,36,55,87,11,23,0,49,30,74,63,23,15,56,0,66,52,50,46,11,21,10,0,47,10,63,57,0,39,14,0,74,66,34,47,21,53,56,37,79,45
New Mexico,2006,11,68,98,44,59,50,0,0,100,42,79,65,87,100,55,78,41,51,45,38,43,74,70,30,0,37,67,85,100,0,58,30,0,53,79,48,64,0,55,43,60,77,69,65,0,0,0,79,0,0,88,51,31,54,0,73,49,34,45,0,0,59,0,42,19,60,67,0,35,0,0,89,92,51,64,15,100,53,100,61,55
New York,2006,10,57,20,36,43,40,19,40,29,33,64,91,83,63,23,23,24,51,33,19,11,69,52,39,4,37,65,63,73,0,60,78,0,47,58,23,95,0,66,47,54,35,53,85,4,17,0,43,24,86,61,19,21,57,0,71,57,52,49,13,15,10,37,46,11,65,44,20,28,7,0,78,49,27,59,18,40,53,33,71,69
North Carolina,2006,12,66,42,40,41,46,15,41,30,56,60,76,89,75,26,26,30,68,50,40,14,81,65,47,0,29,62,74,95,0,69,58,0,63,71,40,71,0,65,48,78,67,56,64,0,20,0,54,26,70,69,24,19,71,0,79,59,62,53,53,13,21,0,51,16,59,40,22,36,13,0,82,66,37,53,9,41,82,58,73,41
North Dakota,2006,5,81,0,100,100,77,0,0,0,72,76,90,72,70,0,100,74,70,49,49,0,90,61,72,0,0,74,100,93,0,54,59,0,100,82,100,30,0,67,0,66,65,100,59,0,0,0,100,0,0,46,56,52,75,0,95,100,95,27,0,0,100,0,79,100,64,85,0,45,0,0,89,49,100,71,0,95,82,62,100,12
Ohio,2006,8,72,20,42,52,28,37,25,32,40,72,83,83,70,35,27,31,72,52,36,20,78,56,45,11,16,59,76,90,0,56,37,0,62,72,21,56,0,69,53,62,50,60,67,0,32,0,54,30,65,70,32,29,68,0,83,69,55,51,40,10,8,48,50,16,58,43,34,37,12,0,81,70,42,62,16,37,69,41,77,32
Oklahoma,2006,5,62,16,57,74,42,0,0,25,23,80,66,74,78,31,32,26,73,77,64,12,85,68,67,0,27,48,71,86,0,57,37,0,53,71,22,49,0,63,87,75,50,62,67,0,19,0,52,87,0,51,20,29,69,0,84,62,62,57,99,30,22,0,41,11,69,100,0,41,30,0,94,82,39,15,17,37,72,27,81,21
Oregon,2006,8,53,43,40,29,90,52,100,63,62,52,79,82,69,30,20,26,57,47,29,8,69,53,40,35,27,47,66,65,0,79,42,0,45,52,21,57,0,63,28,42,21,46,73,0,10,0,48,64,66,77,20,40,62,0,73,58,54,69,48,15,27,100,42,12,58,58,0,28,15,0,98,74,35,61,11,37,67,48,57,62
Pennsylvania,2006,12,73,39,36,51,42,10,26,24,56,79,89,89,72,27,35,33,59,45,38,16,76,65,45,9,12,57,70,93,0,62,63,0,68,73,29,73,0,62,40,63,55,65,73,9,18,0,61,31,67,60,28,36,69,0,72,69,65,61,18,14,9,0,56,18,59,57,20,37,6,0,77,67,34,49,18,38,66,41,71,41
Rhode Island,2006,11,77,100,36,47,79,0,0,53,25,89,88,83,65,25,28,26,59,36,21,0,75,55,28,0,33,43,68,93,0,65,95,0,55,44,29,100,100,62,54,66,69,49,74,0,0,0,46,0,0,65,19,55,70,0,71,76,43,65,0,0,0,0,40,17,58,0,0,21,0,0,77,68,37,41,21,67,63,43,83,52
South Carolina,2006,8,73,43,45,60,45,0,0,30,36,84,75,84,70,37,29,32,75,52,35,11,88,60,46,0,25,78,68,92,0,60,37,0,73,55,10,59,0,60,35,75,58,57,65,0,0,0,55,79,39,71,36,47,84,0,64,61,66,42,0,0,20,0,49,26,63,62,0,41,0,0,82,63,31,74,35,34,78,37,83,35
South Dakota,2006,2,56,0,57,41,0,0,0,62,29,58,84,86,90,57,43,54,62,57,59,0,82,81,74,0,0,39,91,90,0,48,35,0,71,100,78,37,0,100,36,93,52,75,62,0,0,0,64,0,0,75,89,42,68,0,88,80,88,32,0,0,0,0,44,52,53,69,0,71,0,0,92,71,20,95,32,51,79,84,77,21
Tennessee,2006,9,67,39,54,56,45,29,26,18,41,88,74,91,80,20,25,23,70,66,57,11,94,60,59,26,7,64,75,92,0,48,36,0,87,72,31,53,0,60,42,65,51,74,63,0,21,0,74,47,55,71,29,22,63,0,70,76,51,53,27,16,18,0,58,14,61,54,40,35,25,0,87,77,43,31,28,43,91,38,78,33
Texas,2006,7,57,30,43,44,31,36,19,23,35,68,76,82,71,28,22,35,66,54,41,13,85,51,41,5,54,63,65,79,0,82,53,0,60,64,26,70,0,56,43,55,43,56,66,5,14,100,51,49,64,67,28,20,73,0,70,56,48,64,16,8,14,23,42,14,77,56,33,40,15,0,88,57,34,43,21,34,73,38,77,36
Utah,2006,8,52,57,45,40,80,47,0,50,96,60,78,66,74,42,18,38,78,42,30,16,73,73,38,0,31,56,79,67,0,74,82,0,81,64,23,85,0,70,61,47,26,56,100,0,18,0,62,0,100,89,15,42,66,0,76,66,61,30,44,0,0,0,67,23,56,17,0,53,27,0,100,82,39,42,27,34,71,39,65,38
Vermont,2006,9,77,0,28,45,45,0,0,46,75,55,95,64,63,0,24,40,55,38,0,0,72,39,45,0,0,73,77,95,0,70,36,0,62,78,29,39,0,82,53,39,39,55,73,0,0,0,44,0,0,28,100,31,85,0,84,59,67,48,0,0,60,0,69,0,43,0,0,18,0,0,73,69,34,70,70,0,56,52,71,100
Virginia,2006,18,67,30,38,38,38,31,29,35,38,66,83,81,69,29,21,33,67,43,29,16,72,54,42,11,16,51,70,90,0,65,55,0,67,64,27,80,0,60,48,59,42,63,72,11,30,0,50,41,73,73,29,39,72,0,72,60,53,76,12,18,17,97,44,13,61,48,34,44,28,0,81,66,36,52,20,36,62,38,72,44
Washington,2006,7,63,14,40,40,78,33,32,68,49,52,81,66,60,33,20,18,54,42,23,13,70,55,34,30,15,54,67,65,0,78,56,0,43,59,18,62,0,60,38,41,51,47,76,12,22,0,49,22,72,78,24,31,70,0,72,59,51,95,17,27,11,0,46,13,60,56,46,28,0,0,95,62,34,34,24,23,57,39,61,60
